"cell_type","MonocyteScore","ResidentScore"
"Macrophage_Kupffer",0.69925562382657,-0.041088085206376
"Macrophage_Kupffer",-0.193907750787887,-0.314300289734385
"Macrophage_Kupffer",0.701989482039941,-0.321605936833232
"Macrophage_Kupffer",1.96952667640436,-0.304842465878779
"Neutrophil",0.457724934891875,-0.169753519045258
"Macrophage_Kupffer",1.89016240353324,-0.346736107530993
"Macrophage_Kupffer",0.898796056145181,-0.372227862808498
"Macrophage_Kupffer",1.31460070183028,-0.322655677778287
"Macrophage_Kupffer",-0.3895380370144,2.51681221947061
"Macrophage_Kupffer",-0.492370015217608,0.0967377087980364
"Macrophage_Kupffer",-0.399266944090786,2.1315073417406
"Macrophage_Kupffer",0.162846627739539,-0.244123791427272
"S100A8hi_macrophage",0.230035612247082,-0.207963504579782
"Macrophage_Kupffer",-0.272601070287829,2.15185517377836
"Macrophage_Kupffer",1.73398209386829,-0.331886989957424
"S100A8hi_macrophage",0.559060838775898,0.0351679358801739
"Macrophage_Kupffer",-0.0330829881230745,-0.0982264231694957
"Macrophage_Kupffer",-0.0253940338401328,-0.336118937045724
"Macrophage_Kupffer",-0.625851082317779,2.98100495792323
"Macrophage_Kupffer",0.329001482582177,-0.326129652608146
"Macrophage_Kupffer",-0.269141723712099,-0.00298918833540424
"Macrophage_Kupffer",-0.409418839693284,-0.326029502728548
"S100A8hi_macrophage",0.0217640611785126,-0.151683060865621
"Macrophage_Kupffer",-0.566708496391285,2.38510225323159
"Macrophage_Kupffer",-0.460247430334949,2.52643448725511
"Macrophage_Kupffer",-0.413361178299239,2.94032979757022
"Macrophage_Kupffer",-0.344706238158329,0.169023609375877
"S100A8hi_macrophage",0.0201540584414143,-0.204198439689587
"Macrophage_Kupffer",2.72261107085514,-0.233068475062027
"Macrophage_Kupffer",0.0514261279236125,0.208505194200279
"Macrophage_Kupffer",0.734301965941529,-0.344510996313765
"S100A8hi_macrophage",0.608196997457801,-0.245269969937181
"Macrophage_Kupffer",1.22940224022877,-0.34265233211068
"Macrophage_Kupffer",-0.477776584576448,-0.269910478739631
"S100A8hi_macrophage",0.0156584105209034,-0.197412746097591
"Macrophage_Kupffer",0.279050256490842,-0.330873254097367
"Macrophage_Kupffer",0.0192312260838106,-0.370899765789532
"S100A8hi_macrophage",-0.311674518565009,-0.303877380648503
"Macrophage_Kupffer",0.0333093140457117,-0.309402034034035
"Macrophage_Kupffer",-0.342246432905426,-0.29459055064937
"Macrophage_Kupffer",0.51312011676715,-0.198000189222494
"Macrophage_Kupffer",0.943703131512144,0.118596343036872
"Macrophage_Kupffer",0.189599519186229,-0.114886753902992
"Macrophage_Kupffer",2.19596484718781,-0.228431142383786
"S100A8hi_macrophage",-0.00316705806323825,-0.219531648573466
"Macrophage_Kupffer",0.14936512195148,-0.318762405789467
"Macrophage_Kupffer",-0.149890943103127,-0.0721697618915086
"S100A8hi_macrophage",-0.253978809770722,-0.188060979620241
"S100A8hi_macrophage",-0.435227579364834,-0.222303047395444
"Macrophage_Kupffer",-0.494012873654429,1.73289134004861
"Macrophage_Kupffer",1.58224608008174,-0.34496301975828
"Macrophage_Kupffer",0.0609048592900819,-0.330445631485923
"Macrophage_Kupffer",-0.372507891177896,0.303306450513978
"Neutrophil",1.21014343510813,-0.204236729027547
"Macrophage_Kupffer",-0.239189832116239,2.01031602239203
"Neutrophil",0.434411543324738,-0.231496716459144
